Target Company Name;Full Name;P_ID;Primary SIC Code;Dimensions;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
3M CO;Inge G. Thulin;7435Inge G. Thulin;3291;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;E;E;E;E;E;E;E;E;D;D;D;D;D;D;D;D;D;D;D;E;D;I;D;D;k;D;D;D;D;D;D;D;J;L;L;Z;Z;Z;Z;Z;Z;Z;Z
3M CO;Inge G. Thulin;7435Inge G. Thulin;3291;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;various sales & mktg. positions;various sales & mktg. positions;various sales & mktg. positions;various sales & mktg. positions;various sales & mktg. positions;various sales & mktg. positions;various sales & mktg. positions;various sales & mktg. positions;group mgr. life sciences sector;group mgr. life sciences sector;group mgr. life sciences sector;group mgr. life sciences sector;group mgr. life sciences sector;bus. mgr. vision care & orthopedic products;bus. mgr. vision care & orthopedic products;bus. mgr. vision care & orthopedic products;European bus. unit mgr. surgical devices;European bus. unit mgr. surgical devices,mng. dir.;mng. dir.,skin health bus. unit dir.;skin health bus. unit dir.,mktg. ops. dir.;mktg. ops. dir.,gen. mgr., skin health divsn.;v.p., skin health divsn.;v.p., skin health divsn.;v.p., Europe, Ctrl. & East Europe and Mid. East;v.p., Europe, Ctrl. & East Europe and Mid. East;area v.p., Asia Pacific;exec. v.p., internat. ops.;exec. v.p., internat. ops.;exec. v.p., internat. ops.;exec. v.p., internat. ops.;exec. v.p., internat. ops.;exec. v.p., internat. ops.;exec. v.p., COO;pres., CEO;pres., CEO;Z;Z;Z;Z;Z;Z;Z;Z
3M CO;Inge G. Thulin;7435Inge G. Thulin;3291;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;2;1;1;2;1;2;1;1;1;2;1;2;1;2;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;2;Z;Z;Z;Z;Z;Z;Z;Z
3M CO;Inge G. Thulin;7435Inge G. Thulin;3291;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;4;4;Z;Z;Z;Z;Z;Z;Z;Z
ACCENTURE PLC;William D. Green;143357William D. Green;8742;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACCENTURE PLC;William D. Green;143357William D. Green;8742;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Accenture;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACCENTURE PLC;William D. Green;143357William D. Green;8742;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;H;H;H;H;H;H;H;H;H;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;L;L;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACCENTURE PLC;William D. Green;143357William D. Green;8742;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Joined;Joined;Joined;Joined;Joined;Joined;Joined;Joined;Joined;ptnr.;mng. ptnr.;mng. ptnr.;mng. ptnr.;mng. ptnr.;mng. ptnr.;mng. ptnr.;mng. ptnr.;head mfg. ind. group;head mfg. ind. group;head mfg. ind. group;group chief exec. resources group;group chief exec. resources group;group chief exec. comm. & high tech.;group chief exec. comm. & high tech. And manager US;group chief exec. comm. & high tech.;group chief exec. comm. & high tech.;group chief exec. comm. & high tech.;COO client services,CEO;CEO;CEO, chairman;CEO, chairman;CEO, chairman;CEO, chairman;CEO, chairman;CEO, chairman;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACCENTURE PLC;William D. Green;143357William D. Green;8742;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;2;1;1;1;2;1;2;2;1;1;1;1;1;1;2;1;1;2;1;2;2;1;1;1;2;1;2;1;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACCENTURE PLC;William D. Green;143357William D. Green;8742;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACCENTURE PLC;Pierre Nanterme;143357Pierre Nanterme;8742;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACCENTURE PLC;Pierre Nanterme;143357Pierre Nanterme;8742;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Accenture plc;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACCENTURE PLC;Pierre Nanterme;143357Pierre Nanterme;8742;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;H;H;H;H;H;H;H;H;H;H;D;D;D;D;D;D;D;D;D;D;D;D;D;J;D;D;D;D;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACCENTURE PLC;Pierre Nanterme;143357Pierre Nanterme;8742;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;joined;joined;joined;joined;joined;joined;joined;joined;joined;joined;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;ptnr.;"mng dir., client group, Accenture plc, France, 2005 - . 
mng dir., client group, Accenture plc, Belgium, 2005 - . 
mng dir., client group, Accenture plc, Luxembourg, 2005 - . 
mng dir., client group, Accenture plc, Netherlands, 2005 - ";mng dir.,chef leadership officer;group CEO, fin. svcs. oper. group;group CEO, fin. svcs. oper. group;group CEO, fin. svcs. oper. group;group CEO, fin. svcs. oper. group;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACCENTURE PLC;Pierre Nanterme;143357Pierre Nanterme;8742;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;1;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACCENTURE PLC;Pierre Nanterme;143357Pierre Nanterme;8742;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACE LTD;Evan G. Greenberg;28034Evan G. Greenberg;6331;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACE LTD;Evan G. Greenberg;28034Evan G. Greenberg;6331;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;American International Group 6331;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;American International Group;ACE Group;ACE Group;ACE Group;ACE Group;ACE Group;ACE Group;ACE Group;ACE Group;ACE Group;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACE LTD;Evan G. Greenberg;28034Evan G. Greenberg;6331;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;J;J;J;J;K;K;J;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACE LTD;Evan G. Greenberg;28034Evan G. Greenberg;6331;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;variety of senior management positions;President and Chief Operating Officer;President and Chief Operating Officer;President and Chief Operating Officer;President and Chief Operating Officer;Vice Chairman.;Vice Chairman.;President and Chief Operating Officer;President and Chief Executive Officer;President and Chief Executive Officer;President and Chief Executive Officer;President and Chief Executive Officer;President and Chief Executive Officer;President and Chief Executive Officer;President and Chief Executive Officer;President and Chief Executive Officer;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACE LTD;Evan G. Greenberg;28034Evan G. Greenberg;6331;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;2;1;1;2;1;1;1;2;2;2;2;1;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACE LTD;Evan G. Greenberg;28034Evan G. Greenberg;6331;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;1;2;2;2;2;2;2;2;2;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACTAVIS PLC;Paul M. Bisaro;27845Paul M. Bisaro;2834;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;c;c;c;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACTAVIS PLC;Paul M. Bisaro;27845Paul M. Bisaro;2834;NameOf Company;NF;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Arthur Andersen & Co;Arthur Andersen & Co;Arthur Andersen & Co;Barr Pharmaceuticals;Barr Pharmaceuticals;Barr Pharmaceuticals;Barr Pharmaceuticals;Barr Pharmaceuticals;Barr Pharmaceuticals;Barr Pharmaceuticals;Barr Pharmaceuticals;Barr Pharmaceuticals;Barr Pharmaceuticals;Barr Pharmaceuticals;Barr Pharmaceuticals;Barr Pharmaceuticals;Barr Pharmaceuticals;Barr Pharmaceuticals;Actavis;Actavis;Actavis;Actavis;Actavis;Actavis;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACTAVIS PLC;Paul M. Bisaro;27845Paul M. Bisaro;2834;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;H;H;H;G;G;G;G;G;E;E;J;J;J;J;J;J;J;J;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACTAVIS PLC;Paul M. Bisaro;27845Paul M. Bisaro;2834;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;consultant;consultant;consultant;Law officer;Law officer;Law officer;Law officer;Law officer;VP Business development;VP Business development;pres and COO;pres and COO;pres and COO;pres and COO;pres and COO;pres and COO;pres and COO;pres and COO;pres and COO;pres and COO;pres and COO;pres and COO;pres and COO;pres and COO;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACTAVIS PLC;Paul M. Bisaro;27845Paul M. Bisaro;2834;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;3;1;1;1;1;2;1;2;1;1;1;1;1;1;1;3;1;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z
ACTAVIS PLC;Paul M. Bisaro;27845Paul M. Bisaro;2834;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADC TELECOMMUNICATIONS INC;Richard R. Roscitt;1013Richard R. Roscitt;3661;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADC TELECOMMUNICATIONS INC;Richard R. Roscitt;1013Richard R. Roscitt;3661;NameOf Company;NF;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;AT&T;ADC Telecom;ADC Telecom;ADC Telecom;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADC TELECOMMUNICATIONS INC;Richard R. Roscitt;1013Richard R. Roscitt;3661;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADC TELECOMMUNICATIONS INC;Richard R. Roscitt;1013Richard R. Roscitt;3661;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;various positions;CEO and Chairman;CEO and Chairman;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADC TELECOMMUNICATIONS INC;Richard R. Roscitt;1013Richard R. Roscitt;3661;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADC TELECOMMUNICATIONS INC;Richard R. Roscitt;1013Richard R. Roscitt;3661;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADC TELECOMMUNICATIONS INC;Robert E. Switz;1013Robert E. Switz;3661;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;C;B;B;B;B;B;B;C;C;C;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A;Z;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADC TELECOMMUNICATIONS INC;Robert E. Switz;1013Robert E. Switz;3661;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Olin Corp. 3484;Olin Corp.;Olin Corp.;Olin Corp.;Olin Corp.;Olin Corp.;Olin Corp.;Olin Corp.;AMF 3645;AMF 3645;AMF;AMF;AMF;AMF;PepsiCo. 2080;Gulfstar Inc. 653118;Gulfstar Inc. 653118;Burr-Brown Corp. 3674;Burr-Brown Corp.;Burr-Brown Corp.;Burr-Brown Corp.;Burr-Brown Corp.;Burr-Brown Corp.;ADC Telecommunications;ADC Telecommunications;ADC Telecommunications;ADC Telecommunications;ADC Telecommunications;ADC Telecommunications;ADC Telecommunications;ADC Telecommunications;ADC Telecommunications;ADC Telecommunications;ADC Telecommunications;ADC Telecommunications;ADC Telecommunications;ADC Telecommunications;ADC Telecommunications;ADC Telecommunications;ADC Telecommunications;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADC TELECOMMUNICATIONS INC;Robert E. Switz;1013Robert E. Switz;3661;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;I;I;I;I;I;I;I;J;J;J;J;J;J;J;J;L;L;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADC TELECOMMUNICATIONS INC;Robert E. Switz;1013Robert E. Switz;3661;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;various sr. fin. mgmt. positions;v.p. European ops., ventures and fin., CFO;v.p. European ops., ventures and fin., CFO;v.p. European ops., ventures and fin., CFO;v.p. European ops., ventures and fin., CFO;v.p. European ops., ventures and fin., CFO;v.p. European ops., ventures and fin., CFO;v.p., CFO;v.p., CFO;v.p., CFO;sr. v.p., CFO;sr. v.p., CFO;sr. v.p., CFO;sr. v.p., CFO,pres. broadband access & transport group;sr. v.p., CFO,pres. broadband access & transport group;exec. v.p., CFO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO;pres., CEO, chairman;pres., CEO, chairman;pres., CEO, chairman;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADC TELECOMMUNICATIONS INC;Robert E. Switz;1013Robert E. Switz;3661;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;2;1;1;1;3;1;1;2;1;1;3;3;1;3;1;1;1;1;1;3;1;1;2;1;1;2;2;1;2;1;1;1;1;2;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADC TELECOMMUNICATIONS INC;Robert E. Switz;1013Robert E. Switz;3661;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;4;4;4;4;4;4;4;4;4;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADOBE SYSTEMS INC;Bruce R. Chizen;12540Bruce R. Chizen;7372;Companies;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;C;C;C;B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADOBE SYSTEMS INC;Bruce R. Chizen;12540Bruce R. Chizen;7372;NameOf Company;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Mattel Electronics;Mattel Electronics 3944;Mattel Electronics;Microsoft Corp.;Microsoft Corp.;Microsoft Corp.;Microsoft Corp.7372;Claris;Claris;Claris;Claris;Claris;Claris;Claris;Adobe Systems, Inc.;Adobe Systems, Inc.;Adobe Systems, Inc.;Adobe Systems, Inc.;Adobe Systems, Inc.;Adobe Systems, Inc.;Adobe Systems, Inc.;Adobe Systems, Inc.;Adobe Systems, Inc.;Adobe Systems, Inc.;Adobe Systems, Inc.;Adobe Systems, Inc.;Adobe Systems, Inc.;Adobe Systems, Inc.;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADOBE SYSTEMS INC;Bruce R. Chizen;12540Bruce R. Chizen;7372;Titles;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;E;E;E;E;E;E;E;D;D;E;E;E;D;D;E;E;E;E;E;J;L;L;L;L;L;L;L;L;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADOBE SYSTEMS INC;Bruce R. Chizen;12540Bruce R. Chizen;7372;DesignationDetail;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;mgr. merchandising;mgr. merchandising;mgr. merchandising;dir. sales Ea. Region;dir. sales Ea. Region;dir. sales Ea. Region;dir. sales Ea. Region;Senior Manager;Senior Manager;VP sales;VP sales;VP sales;VP;VP;exec. v.p. worldwide products and mktg.;exec. v.p. worldwide products and mktg.;exec. v.p. worldwide products and mktg.;exec. v.p. worldwide products and mktg.;exec. v.p. worldwide products and mktg.;exec. v.p. worldwide products and mktg.,pres.;CEO;CEO;CEO;CEO;CEO;CEO;CEO;CEO;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADOBE SYSTEMS INC;Bruce R. Chizen;12540Bruce R. Chizen;7372;Changes;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;3;1;1;1;3;1;2;1;1;2;1;3;1;1;1;1;2;2;1;1;1;1;1;1;1;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
ADOBE SYSTEMS INC;Bruce R. Chizen;12540Bruce R. Chizen;7372;Board Memberships;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;4;4;4;4;4;4;4;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
